date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2025-08-17,17:15 (15:15),Ligue 1,2025-2026,Paris FC,Angers,Away,Matchweek 1,0.9,0.0,1.0,17.0,7.0,23.4,1.0,0.0,1.0,1.0,0.0,8.0,2.0,17.6,1.0,0.0
2025-08-23,17:00 (15:00),Ligue 1,2025-2026,Paris FC,Marseille,Away,Matchweek 2,1.1,2.0,5.0,8.0,4.0,18.7,0.0,0.0,2.3,5.0,2.0,9.0,6.0,18.3,0.0,1.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Paris FC,Metz,Home,Matchweek 3,3.2,3.0,2.0,23.0,8.0,16.7,0.0,1.0,1.8,2.0,3.0,14.0,2.0,16.9,0.0,0.0
2025-09-14,17:15 (15:15),Ligue 1,2025-2026,Paris FC,Brest,Away,Matchweek 4,1.6,2.0,1.0,7.0,4.0,12.7,0.0,0.0,2.5,1.0,2.0,22.0,6.0,17.6,1.0,1.0
2025-09-21,15:00 (13:00),Ligue 1,2025-2026,Paris FC,Strasbourg,Home,Matchweek 5,1.6,2.0,3.0,18.0,6.0,17.2,0.0,0.0,2.0,3.0,2.0,8.0,3.0,11.6,0.0,0.0
2025-09-28,15:00 (13:00),Ligue 1,2025-2026,Paris FC,Nice,Away,Matchweek 6,1.8,1.0,1.0,12.0,2.0,19.1,0.0,1.0,1.0,1.0,1.0,11.0,5.0,17.6,0.0,0.0
2025-10-03,20:45 (18:45),Ligue 1,2025-2026,Paris FC,Lorient,Home,Matchweek 7,1.0,2.0,0.0,10.0,2.0,18.5,0.0,0.0,0.7,0.0,2.0,8.0,3.0,18.4,1.0,0.0
2025-10-19,15:00 (13:00),Ligue 1,2025-2026,Paris FC,Lens,Away,Matchweek 8,0.5,1.0,2.0,9.0,3.0,15.0,0.0,0.0,1.6,2.0,1.0,10.0,2.0,14.1,0.0,0.0
2025-10-24,20:45 (18:45),Ligue 1,2025-2026,Paris FC,Nantes,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Paris FC,Lyon,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,19:00 (18:00),Ligue 1,2025-2026,Paris FC,Monaco,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-07,20:45 (19:45),Ligue 1,2025-2026,Paris FC,Rennes,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,20:45 (19:45),Ligue 1,2025-2026,Paris FC,Lille,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-29,19:00 (18:00),Ligue 1,2025-2026,Paris FC,Auxerre,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,17:15 (16:15),Ligue 1,2025-2026,Paris FC,Le Havre,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-13,21:05 (20:05),Ligue 1,2025-2026,Paris FC,Toulouse,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Paris FC,Paris S-G,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Paris FC,Nantes,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Paris FC,Angers,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Paris FC,Marseille,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Paris FC,Auxerre,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Paris FC,Lens,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Paris FC,Toulouse,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Paris FC,Nice,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Paris FC,Lyon,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Paris FC,Strasbourg,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Paris FC,Le Havre,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Paris FC,Lorient,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Paris FC,Monaco,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Paris FC,Metz,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Paris FC,Lille,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Paris FC,Brest,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Paris FC,Rennes,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Paris FC,Paris S-G,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,15:00 (13:00),Ligue 1,2025-2026,Brest,Lille,Home,Matchweek 1,1.9,3.0,3.0,18.0,5.0,18.0,0.0,0.0,1.6,3.0,3.0,10.0,6.0,15.4,1.0,0.0
2025-08-24,17:15 (15:15),Ligue 1,2025-2026,Brest,Toulouse,Away,Matchweek 2,0.9,0.0,2.0,16.0,2.0,16.0,1.0,0.0,1.3,2.0,0.0,6.0,3.0,10.3,0.0,0.0
2025-08-29,20:45 (18:45),Ligue 1,2025-2026,Brest,Lens,Away,Matchweek 3,1.1,1.0,3.0,9.0,2.0,16.2,0.0,0.0,3.8,3.0,1.0,29.0,9.0,13.8,1.0,1.0
2025-09-14,17:15 (15:15),Ligue 1,2025-2026,Brest,Paris FC,Home,Matchweek 4,2.5,1.0,2.0,22.0,6.0,17.6,1.0,1.0,1.6,2.0,1.0,7.0,4.0,12.7,0.0,0.0
2025-09-20,19:00 (17:00),Ligue 1,2025-2026,Brest,Nice,Home,Matchweek 5,2.0,4.0,1.0,11.0,5.0,17.4,0.0,0.0,2.3,1.0,4.0,21.0,4.0,15.0,0.0,0.0
2025-09-28,17:15 (15:15),Ligue 1,2025-2026,Brest,Angers,Away,Matchweek 6,1.5,2.0,0.0,6.0,2.0,19.9,0.0,1.0,0.5,0.0,2.0,11.0,2.0,15.9,0.0,0.0
2025-10-04,19:00 (17:00),Ligue 1,2025-2026,Brest,Nantes,Home,Matchweek 7,1.5,0.0,0.0,17.0,5.0,19.6,0.0,0.0,0.2,0.0,0.0,6.0,0.0,16.9,0.0,0.0
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Brest,Lorient,Away,Matchweek 8,1.6,3.0,3.0,7.0,3.0,15.5,0.0,1.0,1.2,3.0,3.0,12.0,7.0,14.1,0.0,0.0
2025-10-25,17:00 (15:00),Ligue 1,2025-2026,Brest,Paris S-G,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Brest,Le Havre,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,20:45 (19:45),Ligue 1,2025-2026,Brest,Lyon,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-08,17:00 (16:00),Ligue 1,2025-2026,Brest,Marseille,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,17:15 (16:15),Ligue 1,2025-2026,Brest,Metz,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,15:00 (14:00),Ligue 1,2025-2026,Brest,Strasbourg,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-05,19:00 (18:00),Ligue 1,2025-2026,Brest,Monaco,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-13,17:00 (16:00),Ligue 1,2025-2026,Brest,Rennes,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Brest,Auxerre,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Brest,Lyon,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Brest,Toulouse,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Brest,Nice,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Brest,Lorient,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Brest,Lille,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Brest,Marseille,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Brest,Metz,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Brest,Le Havre,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Brest,Monaco,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Brest,Auxerre,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Brest,Rennes,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Brest,Strasbourg,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Brest,Nantes,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Brest,Lens,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Brest,Paris FC,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Brest,Paris S-G,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Brest,Angers,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,17:15 (15:15),Ligue 1,2025-2026,Lorient,Auxerre,Away,Matchweek 1,1.3,0.0,1.0,14.0,3.0,15.9,0.0,0.0,1.3,1.0,0.0,6.0,3.0,21.9,0.0,0.0
2025-08-24,15:00 (13:00),Ligue 1,2025-2026,Lorient,Rennes,Home,Matchweek 2,2.9,4.0,0.0,22.0,7.0,17.2,1.0,0.0,0.1,0.0,4.0,4.0,1.0,28.3,0.0,0.0
2025-08-30,17:00 (15:00),Ligue 1,2025-2026,Lorient,Lille,Home,Matchweek 3,1.1,1.0,7.0,5.0,1.0,15.4,1.0,0.0,3.5,7.0,1.0,20.0,11.0,14.4,0.0,0.0
2025-09-12,20:45 (18:45),Ligue 1,2025-2026,Lorient,Marseille,Away,Matchweek 4,0.1,0.0,4.0,4.0,1.0,14.5,0.0,0.0,2.2,4.0,0.0,14.0,7.0,17.3,0.0,1.0
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Lorient,Le Havre,Away,Matchweek 5,1.2,1.0,1.0,8.0,4.0,15.2,0.0,0.0,2.3,1.0,1.0,12.0,1.0,15.8,0.0,0.0
2025-09-27,17:00 (15:00),Ligue 1,2025-2026,Lorient,Monaco,Home,Matchweek 6,1.9,3.0,1.0,19.0,8.0,16.4,0.0,0.0,1.0,1.0,3.0,4.0,1.0,27.6,0.0,1.0
2025-10-03,20:45 (18:45),Ligue 1,2025-2026,Lorient,Paris FC,Away,Matchweek 7,0.7,0.0,2.0,8.0,3.0,18.4,1.0,0.0,1.0,2.0,0.0,10.0,2.0,18.5,0.0,0.0
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Lorient,Brest,Home,Matchweek 8,1.2,3.0,3.0,12.0,7.0,14.1,0.0,0.0,1.6,3.0,3.0,7.0,3.0,15.5,0.0,1.0
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Lorient,Angers,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Lorient,Paris S-G,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Lorient,Lens,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-09,15:00 (14:00),Ligue 1,2025-2026,Lorient,Toulouse,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,17:15 (16:15),Ligue 1,2025-2026,Lorient,Nantes,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,17:15 (16:15),Ligue 1,2025-2026,Lorient,Nice,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,20:45 (19:45),Ligue 1,2025-2026,Lorient,Lyon,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-14,17:15 (16:15),Ligue 1,2025-2026,Lorient,Strasbourg,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Lorient,Metz,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Lorient,Monaco,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Lorient,Rennes,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Lorient,Nantes,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Lorient,Brest,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Lorient,Angers,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Lorient,Nice,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Lorient,Auxerre,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Lorient,Lille,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Lorient,Lens,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Lorient,Toulouse,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Lorient,Paris FC,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Lorient,Lyon,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Lorient,Marseille,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Lorient,Strasbourg,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Lorient,Paris S-G,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Lorient,Metz,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Lorient,Le Havre,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,17:15 (15:15),Ligue 1,2025-2026,Auxerre,Lorient,Home,Matchweek 1,1.3,1.0,0.0,6.0,3.0,21.9,0.0,0.0,1.3,0.0,1.0,14.0,3.0,15.9,0.0,0.0
2025-08-23,19:00 (17:00),Ligue 1,2025-2026,Auxerre,Nice,Away,Matchweek 2,1.5,1.0,3.0,12.0,8.0,16.5,0.0,0.0,1.9,3.0,1.0,16.0,6.0,17.8,0.0,0.0
2025-08-30,19:00 (17:00),Ligue 1,2025-2026,Auxerre,Nantes,Away,Matchweek 3,0.7,0.0,1.0,14.0,4.0,18.6,0.0,0.0,0.5,1.0,0.0,4.0,3.0,23.8,0.0,0.0
2025-09-13,21:05 (19:05),Ligue 1,2025-2026,Auxerre,Monaco,Home,Matchweek 4,0.9,1.0,2.0,9.0,2.0,19.6,0.0,0.0,1.4,2.0,1.0,13.0,3.0,12.2,1.0,0.0
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Auxerre,Toulouse,Home,Matchweek 5,0.7,1.0,0.0,6.0,1.0,17.0,0.0,0.0,2.2,0.0,1.0,12.0,2.0,13.7,0.0,0.0
2025-09-27,21:05 (19:05),Ligue 1,2025-2026,Auxerre,Paris S-G,Away,Matchweek 6,0.7,0.0,2.0,12.0,2.0,18.5,0.0,0.0,1.7,2.0,0.0,15.0,8.0,16.2,0.0,0.0
2025-10-04,21:05 (19:05),Ligue 1,2025-2026,Auxerre,Lens,Home,Matchweek 7,1.7,1.0,2.0,18.0,2.0,19.4,3.0,0.0,0.4,2.0,1.0,7.0,4.0,15.5,0.0,0.0
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Auxerre,Rennes,Away,Matchweek 8,1.5,2.0,2.0,6.0,3.0,29.3,0.0,1.0,2.0,2.0,2.0,19.0,7.0,14.9,0.0,0.0
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Auxerre,Le Havre,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Auxerre,Strasbourg,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,21:05 (20:05),Ligue 1,2025-2026,Auxerre,Marseille,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Auxerre,Angers,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,15:00 (14:00),Ligue 1,2025-2026,Auxerre,Lyon,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-29,19:00 (18:00),Ligue 1,2025-2026,Auxerre,Paris FC,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,17:15 (16:15),Ligue 1,2025-2026,Auxerre,Metz,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-14,17:15 (16:15),Ligue 1,2025-2026,Auxerre,Lille,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Auxerre,Brest,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Auxerre,Lens,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Auxerre,Paris S-G,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Auxerre,Toulouse,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Auxerre,Paris FC,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Auxerre,Metz,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Auxerre,Rennes,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Auxerre,Lorient,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Auxerre,Strasbourg,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Auxerre,Marseille,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Auxerre,Brest,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Auxerre,Le Havre,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Auxerre,Nantes,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Auxerre,Monaco,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Auxerre,Lyon,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Auxerre,Angers,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Auxerre,Nice,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Auxerre,Lille,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,20:45 (18:45),Ligue 1,2025-2026,Nantes,Paris S-G,Home,Matchweek 1,0.1,0.0,1.0,5.0,0.0,25.0,0.0,0.0,1.4,1.0,0.0,18.0,4.0,18.2,0.0,0.0
2025-08-24,17:15 (15:15),Ligue 1,2025-2026,Nantes,Strasbourg,Away,Matchweek 2,0.4,0.0,1.0,9.0,2.0,16.9,0.0,0.0,1.8,1.0,0.0,15.0,4.0,16.9,0.0,0.0
2025-08-30,19:00 (17:00),Ligue 1,2025-2026,Nantes,Auxerre,Home,Matchweek 3,0.5,1.0,0.0,4.0,3.0,23.8,0.0,0.0,0.7,0.0,1.0,14.0,4.0,18.6,0.0,0.0
2025-09-13,17:00 (15:00),Ligue 1,2025-2026,Nantes,Nice,Away,Matchweek 4,0.8,0.0,1.0,14.0,3.0,20.6,0.0,0.0,1.7,1.0,0.0,19.0,8.0,17.6,0.0,0.0
2025-09-20,17:00 (15:00),Ligue 1,2025-2026,Nantes,Rennes,Home,Matchweek 5,2.0,2.0,2.0,15.0,3.0,19.6,0.0,0.0,1.4,2.0,2.0,7.0,3.0,23.1,0.0,1.0
2025-09-27,19:00 (17:00),Ligue 1,2025-2026,Nantes,Toulouse,Away,Matchweek 6,1.2,2.0,2.0,12.0,2.0,18.6,1.0,0.0,2.0,2.0,2.0,19.0,6.0,17.7,0.0,1.0
2025-10-04,19:00 (17:00),Ligue 1,2025-2026,Nantes,Brest,Away,Matchweek 7,0.2,0.0,0.0,6.0,0.0,16.9,0.0,0.0,1.5,0.0,0.0,17.0,5.0,19.6,0.0,0.0
2025-10-19,20:45 (18:45),Ligue 1,2025-2026,Nantes,Lille,Home,Matchweek 8,0.6,0.0,2.0,8.0,2.0,18.4,0.0,0.0,2.5,2.0,0.0,23.0,5.0,14.3,0.0,0.0
2025-10-24,20:45 (18:45),Ligue 1,2025-2026,Nantes,Paris FC,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Nantes,Monaco,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Nantes,Metz,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-08,19:00 (18:00),Ligue 1,2025-2026,Nantes,Le Havre,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,17:15 (16:15),Ligue 1,2025-2026,Nantes,Lorient,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,20:45 (19:45),Ligue 1,2025-2026,Nantes,Lyon,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-06,17:00 (16:00),Ligue 1,2025-2026,Nantes,Lens,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-12,20:45 (19:45),Ligue 1,2025-2026,Nantes,Angers,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Nantes,Marseille,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Nantes,Paris FC,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Nantes,Nice,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Nantes,Lorient,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Nantes,Lyon,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Nantes,Monaco,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Nantes,Le Havre,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Nantes,Lille,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Nantes,Angers,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Nantes,Paris S-G,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Nantes,Strasbourg,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Nantes,Metz,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Nantes,Auxerre,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Nantes,Brest,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Nantes,Rennes,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Nantes,Marseille,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Nantes,Lens,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Nantes,Toulouse,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,19:00 (17:00),Ligue 1,2025-2026,Le Havre,Monaco,Away,Matchweek 1,0.6,1.0,3.0,9.0,4.0,19.0,0.0,0.0,1.8,3.0,1.0,13.0,3.0,17.9,1.0,0.0
2025-08-24,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Lens,Home,Matchweek 2,1.7,1.0,2.0,18.0,6.0,17.1,1.0,0.0,1.1,2.0,1.0,5.0,2.0,20.6,0.0,1.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Nice,Home,Matchweek 3,2.6,3.0,1.0,12.0,8.0,16.0,0.0,0.0,0.6,1.0,3.0,7.0,3.0,16.5,0.0,0.0
2025-09-14,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Strasbourg,Away,Matchweek 4,0.6,0.0,1.0,10.0,1.0,18.9,1.0,0.0,1.4,1.0,0.0,8.0,5.0,16.2,1.0,1.0
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Lorient,Home,Matchweek 5,2.3,1.0,1.0,12.0,1.0,15.8,0.0,0.0,1.2,1.0,1.0,8.0,4.0,15.2,0.0,0.0
2025-09-28,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Metz,Away,Matchweek 6,0.3,0.0,0.0,10.0,2.0,26.0,2.0,0.0,0.5,0.0,0.0,7.0,0.0,13.6,0.0,0.0
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Rennes,Home,Matchweek 7,1.7,2.0,2.0,9.0,1.0,21.9,0.0,1.0,1.0,2.0,2.0,9.0,3.0,20.3,0.0,0.0
2025-10-18,21:05 (19:05),Ligue 1,2025-2026,Le Havre,Marseille,Away,Matchweek 8,0.5,2.0,6.0,8.0,3.0,18.8,0.0,0.0,4.0,6.0,2.0,17.0,10.0,18.0,1.0,1.0
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Le Havre,Auxerre,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Le Havre,Brest,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Le Havre,Toulouse,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-08,19:00 (18:00),Ligue 1,2025-2026,Le Havre,Nantes,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-22,21:05 (20:05),Ligue 1,2025-2026,Le Havre,Paris S-G,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,17:15 (16:15),Ligue 1,2025-2026,Le Havre,Lille,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,17:15 (16:15),Ligue 1,2025-2026,Le Havre,Paris FC,Home,Matchweek 15,,,,,,,,,,,,,,,,
